,author,author_id,average_rating,book_id,ratings_count,title,title_query
748,Ben H. Winters,735413,3.84,32940838,19341,Underground Airlines,UNDERGROUND AIRLINES
749,Debbie Macomber,11349,3.89,25739091,11667,"A Girl's Guide to Moving On (New Beginnings, #2)",A GIRL'S GUIDE TO MOVING ON
750,Lisa See,713,3.60,18404427,27164,China Dolls,CHINA DOLLS
751,Nora Roberts,625,3.93,2003767,22342,Tribute,TRIBUTE
752,William Shakespeare,947,3.94,1622,400032,A Midsummer Night's Dream,INTO THE DREAMING
753,Patricia Cornwell,1025097,3.76,11057626,21098,"Red Mist (Kay Scarpetta, #19)",RED MIST
754,Anne Tyler,457,3.39,27070127,25252,Vinegar Girl,VINEGAR GIRL
755,Kim Harrison,17054,4.45,13241659,28134,"Ever After (The Hollows, #11)",EVER AFTER
756,Newt Gingrich,5103,4.07,6460435,1456,"To Try Men's Souls (Revolutionary War, #1)",TO TRY MEN'S SOULS
757,Laura Childs,88924,3.77,15808747,2177,"Sweet Tea Revenge (A Tea Shop Mystery, #14)",SWEET TEA REVENGE
758,Fredrik Backman,6485178,4.29,33413128,119744,"Beartown (Beartown, #1)",BEARTOWN
759,Susan Elizabeth Phillips,41313,3.89,3519956,16325,"What I Did for Love (Wynette, Texas, #4)",WHAT I DID FOR LOVE
760,James Lee Burke,7031,4.06,29326413,2928,"The Jealous Kind (Holland Family Saga, #2)",THE JEALOUS KIND
761,Terry McMillan,20704,3.95,17572866,4922,Who Asked You?,WHO ASKED YOU
762,W.E.B. Griffin,1415338,4.14,10838337,1752,"Victory and Honor (Honor Bound, #6)",VICTORY AND HONOR
763,M. Garzon,5010374,4.10,18520635,261,"Blaze of Glory (Blaze of Glory, #1)",A BLAZE OF GLORY
764,Kresley Cole,4428,4.08,6388558,49400,"The Warlord Wants Forever (Immortals After Dark, #1)",WARLORD
765,Lisa Scottoline,20258,3.84,34964864,19873,After Anna,AFTER ANNA
766,Jenny Han,151371,3.85,13406425,23149,"Burn for Burn (Burn for Burn, #1)",BURN
767,Patricia Cornwell,1025097,3.58,7926242,18804,"Port Mortuary (Kay Scarpetta, #18)",PORT MORTUARY
768,J.D. Robb,17065,4.40,31384635,16896,"Echoes in Death (In Death, #44)",ECHOES IN DEATH
769,Dennis Lehane,10289,3.72,7853757,19042,"Moonlight Mile (Kenzie &amp; Gennaro,#6)",MOONLIGHT MILE
770,Miley Cyrus,990148,3.50,6263078,8550,Miles to Go,MILES TO GO
771,C.C. Hunter,4154802,4.13,8705784,75838,"Born at Midnight (Shadow Falls, #1)",BORN OF SHADOWS
772,Lisa Scottoline,20258,3.60,25773504,16945,Most Wanted,MOST WANTED
773,Richard Paul Evans,46097,3.89,29430782,4338,The Mistletoe Secret,THE MISTLETOE SECRET
774,Mark Frost,34765,3.87,34802642,3778,Twin Peaks: The Final Dossier,TWIN PEAKS: THE FINAL DOSSIER
775,Edward Rutherfurd,16204,4.12,8258519,28356,New York,NEW YORK
776,Colleen Hoover,5430144,4.10,24378015,63098,"Never Never (Never Never, #1)",NEVER NEVER
777,Richard Paul Evans,46097,4.01,36373599,2363,"The Forgotten Road (The Broken Road, #2)",THE FORGOTTEN ROAD
778,Clive Cussler,18411,4.01,41704,16858,"Shock Wave (Dirk Pitt, #13)",SHOCK WAVE
779,Stephenie Meyer,941441,3.84,1656001,819307,"The Host (The Host, #1)",THE HOST
780,Mystery,5638945,3.70,25376,2155,The Mystery Method: How to Get Beautiful Women Into Bed,MYSTERY
781,Stephen King,3389,4.30,10644930,356442,11/22/63,11/22/63
782,Charlaine Harris,17061,2.92,17239876,13005,"After Dead: What Came Next in the World of Sookie Stackhouse (Sookie Stackhouse, #13.5)",AFTER DEAD
783,Jennifer Lynn Barnes,164187,4.17,22929578,8303,The Fixer (The Fixer #1),THE FIX
784,Philippa Gregory,9987,3.64,2241558,38555,"The Other Queen (The Plantagenet and Tudor Novels, #15)",THE OTHER QUEEN
785,Richelle Mead,137902,4.21,8709527,156022,"Bloodlines (Bloodlines, #1)",BLOODLINE
786,Alice Hoffman,3502,3.70,8389671,17673,The Red Garden,THE RED GARDEN
787,Christine Warren,41032,3.94,72544,6888,"Wolf at the Door (The Others, #9)",THE WOLF AT THE DOOR
788,Joanne Fluke,18819,3.73,15811630,8041,"Red Velvet Cupcake Murder (Hannah Swensen, #16)",RED VELVET CUPCAKE MURDER
789,Nora Roberts,625,3.99,16158519,31019,Whiskey Beach,WHISKEY BEACH
790,Martha Grimes,14150,3.80,18775347,2904,"Vertigo 42 (Richard Jury, #23)",VERTIGO 42
791,Heather Terrell,222429,3.58,8487365,4473,"Fallen Angel (Fallen Angel, #1)",THE FALLEN ANGEL
792,Ian Rankin,33031,4.09,29549648,8026,"Rather Be the Devil (Inspector Rebus, #21)",RATHER BE THE DEVIL
793,Graeme Simsion,1895943,3.58,23492671,84732,"The Rosie Effect (Don Tillman, #2)",THE ROSIE EFFECT
794,John Edward,72148,3.27,13538881,427,Fallen Masters,FALLEN MASTERS
795,Laura Lippman,60459,3.62,18089975,14361,After I'm Gone,AFTER I'M GONE
796,Lauren Kate,2905297,4.03,12716010,94598,"Rapture (Fallen, #4)",RAPTURE
797,Jennifer Chiaverini,11630,3.71,22571509,2796,Mrs. Grant and Madame Jule,MRS. GRANT AND MADAME JULE
798,E. Lockhart,173491,3.84,16143347,372904,We Were Liars,THE LIAR
799,Arundhati Roy,6134,3.47,32388712,19913,The Ministry of Utmost Happiness,THE MINISTRY OF UTMOST HAPPINESS
800,Greg Iles,19696,4.44,31139037,14840,"Mississippi Blood (Penn Cage, #6)",MISSISSIPPI BLOOD
801,Nora Roberts,625,4.26,36425796,18066,Shelter in Place,SHELTER IN PLACE
802,Matthew Reilly,83714,4.22,144789,14361,"Scarecrow (Shane Schofield, #3)",THE SCARECROW
803,Mary Kay Andrews,21387,3.89,41014681,17868,The Fixer Upper,THE FIXER UPPER
804,James Patterson,3780,3.23,32603500,6571,The Store,THE STORE
805,Clive Cussler,18411,4.03,11280465,5912,"Devil's Gate (NUMA Files, #9)",DEVIL'S GATE
806,Sarah Waters,25334,3.40,20821087,62554,The Paying Guests,THE PAYING GUESTS
807,Terry Brooks,9629,3.86,26891431,2154,The Sorcerer's Daughter (The Defenders of Shannara #3),THE SORCERER'S DAUGHTER
808,Kim Edwards,6876,3.18,9213976,11965,The Lake of Dreams,THE LAKE OF DREAMS
809,Linda Castillo,54958,4.19,26031833,7641,Among the Wicked (Kate Burkholder #8),AMONG THE WICKED
810,Kathy Reichs,26372,3.99,19322169,13616,"Bones Never Lie (Temperance Brennan, #17)",BONES NEVER LIE
811,Daniel Silva,29085,4.11,16248078,24103,"The English Girl (Gabriel Allon, #13)",THE ENGLISH GIRL
812,John Darnielle,1029937,3.24,29939268,10264,Universal Harvester,UNIVERSAL HARVESTER
813,J.P. Delaney,14719991,3.69,28016509,86177,The Girl Before,THE GIRL BEFORE
814,James Patterson,3780,3.32,31934048,3325,Two From the Heart,TWO FROM THE HEART
815,Philip Roth,463,3.71,3015764,12715,Indignation,INDIGNATION
816,Adriana Trigiani,9219,3.49,24723249,9617,All the Stars in the Heavens,ALL THE STARS IN THE HEAVENS
817,Matthew Quick,1251730,4.00,13539044,138466,The Silver Linings Playbook,QUICK
818,Tom Sharpe,33017,4.10,58514,2242,Indecent Exposure,INDECENT EXPOSURE
819,Dorothea Benton Frank,36935,3.68,16248139,15072,The Last Original Wife,THE LAST ORIGINAL WIFE
820,Kathy Reichs,26372,3.91,7189177,19809,"Spider Bones (Temperance Brennan, #13)",SPIDER BONES
821,David Weber,10517,4.11,2381756,6751,"By Schism Rent Asunder (Safehold, #2)",BY SCHISM RENT ASUNDER
822,Nora Roberts,625,3.83,22729746,4676,Night Moves,NIGHT MOVES
823,Glennon Doyle Melton,4175328,4.08,31845516,37567,Love Warrior,WARRIORS
824,Randy Wayne White,27932,3.69,30850853,1493,"Mangrove Lightning (Doc Ford, #24)",MANGROVE LIGHTNING
825,Jeffrey Archer,4820,4.16,25671861,21757,"Cometh the Hour (The Clifton Chronicles, #6)",COMETH THE HOUR
826,Richard Paul Evans,46097,4.23,12275907,9690,"The Road to Grace (The Walk, #3)",THE ROAD TO GRACE
827,David Baldacci,9291,4.18,29467945,30038,"No Man's Land (John Puller, #4)",NO MAN'S LAND
828,Anne Bishop,26897,4.27,21457243,23792,"Vision in Silver (The Others, #3)",VISION IN SILVER
829,John Milton,9876,3.81,15997,115481,Paradise Lost,IN PARADISE
830,James Luceno,9346,3.83,3545495,3966,Millennium Falcon (Star Wars),MILLENNIUM FALCON
831,Jane Austen,1265,3.99,6969,557300,Emma,EMMA
832,Stanisław Lem,10991,4.18,251633,4928,The Invincible,INVINCIBLE
833,Anita Shreve,3530,3.56,3121162,26204,Testimony,TESTIMONY
834,Jim Butcher,10746,4.18,24876258,32219,"The Aeronaut's Windlass (The Cinder Spires, #1)",THE AERONAUT'S WINDLASS
835,Janet Evanovich,2384,3.78,17908462,51009,"Takedown Twenty (Stephanie Plum, #20)",TAKEDOWN TWENTY
836,Haruki Murakami,3354,3.82,9557,89403,Sputnik Sweetheart,SWEETHEART
837,Philippa Gregory,9987,3.97,12326644,33684,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",THE KINGMAKER'S DAUGHTER
838,Clive Cussler,18411,4.00,30763910,3427,"The Cutthroat (Isaac Bell, #10)",THE CUTTHROAT
839,Claudia Gray,1192311,4.06,27209239,15373,Bloodline (Star Wars),STAR WARS: BLOODLINE
840,David Baldacci,9291,4.01,7277715,22876,"Deliver Us from Evil (A. Shaw, #2)",DELIVER US FROM EVIL
841,Charles Todd,131,3.82,15776723,3176,"Proof of Guilt (Inspector Ian Rutledge, #15)",PROOF OF GUILT
842,Karin Slaughter,12504,4.14,33230889,69343,The Good Daughter,THE GOOD DAUGHTER
843,Tom Rachman,3066198,3.54,6834410,43974,The Imperfectionists,THE IMPERFECTIONISTS
844,Daniel Silva,29085,4.26,93796,19412,"The Secret Servant (Gabriel Allon, #7)",THE SECRET SERVANT
845,Jon Baird,1530227,3.31,25363511,1088,"A Passage to Shambhala (The Explorers Guild, #1)",THE EXPLORERS GUILD
846,Stephen Hunter,12546,3.85,13547517,3685,"The Third Bullet (Bob Lee Swagger, #8)",THE THIRD BULLET
847,Stuart Woods,3936,3.87,7116365,7527,"Lucid Intervals (Stone Barrington, #18)",LUCID INTERVALS
848,James Rollins,38809,4.02,29100224,8408,"The Seventh Plague (Sigma Force, #12)",THE SEVENTH PLAGUE
849,Nancy Taylor Rosenberg,133686,3.81,1394519,723,Abuse Of Power,ABUSE OF POWER
850,Danielle Steel,14255,3.76,18104697,5954,Power Play,POWER PLAY
851,Brad Thor,5088,4.21,27274418,9822,Foreign Agent (Scot Harvath #16),FOREIGN AGENT
852,Nick Hornby,2929,3.48,6224826,38127,"Juliet, Naked","JULIET, NAKED"
853,Colm Tóibín,1351903,3.65,4954833,80346,Brooklyn,BROOKLYN
854,B.A. Paris,14425604,3.90,31450633,54049,The Breakdown,BREAKDOWN
855,Brian Herbert,56,3.88,17910044,2351,Mentats of Dune (Schools of Dune #2),MENTATS OF DUNE
856,Sandra Brown,6218,4.04,20454672,37287,Mean Streak,MEAN STREAK
857,Bernard Cornwell,12542,4.40,25394440,11359,"Warriors of the Storm (The Saxon Stories, #9)",WARRIORS OF THE STORM
858,Luo Guanzhong,5847865,4.41,158770,3327,Three Kingdoms: Classic Novel in Four Volumes,THE THIRD KINGDOM
859,John Irving,3075,3.75,6323821,22446,Last Night in Twisted River,LAST NIGHT IN TWISTED RIVER
860,James Rollins,38809,4.24,21025373,5006,"Blood Infernal (The Order of the Sanguines, #3)",BLOOD INFERNAL
861,Tabitha Suzuma,599916,4.05,7600924,47992,Forbidden,FORBIDDEN
862,William Kent Krueger,71170,4.16,9998825,4621,"Northwest Angle (Cork O'Connor, #11)",NORTHWEST ANGLE
863,Joel C. Rosenberg,221833,4.22,35605702,3439,The Kremlin Conspiracy,THE KREMLIN CONSPIRACY
864,Lisa Scottoline,20258,3.64,9296438,23890,Save Me,SAVE ME
865,Phil Klay,7114556,3.97,18114068,19985,Redeployment,REDEPLOYMENT
866,Lev Grossman,142270,3.50,6101718,198461,The Magicians (The Magicians #1),THE MAGICIANS
867,Michael Connelly,12470,4.18,9681098,49963,"The Fifth Witness (Mickey Haller, #4; Harry Bosch Universe, #22)",THE FIFTH WITNESS
868,James Patterson,3780,4.02,28936152,14786,"Cross the Line (Alex Cross, #24)",CROSS THE LINE
869,Jackie Collins,49699,4.03,23014646,2694,"The Santangelos (Lucky Santangelo, #10)",THE SANTANGELOS
870,Danielle Steel,14255,4.10,35518466,5436,Accidental Heroes,ACCIDENTAL HEROES
871,Barbara Taylor Bradford,5353,3.46,12799561,1783,Letter from a Stranger,LETTER FROM A STRANGER
872,Jeffrey Archer,4820,4.05,12160906,44551,"The Sins of the Father (The Clifton Chronicles, #2)",THE SINS OF THE FATHER
873,J.A. Jance,3453636,4.11,18730147,5933,"Remains of Innocence (Joanna Brady, #16)",REMAINS OF INNOCENCE
874,Richard A. Clarke,3462959,3.91,88667,4460,Against All Enemies,AGAINST ALL ENEMIES
875,Jason  Matthews,6903512,3.97,15803037,35073,"Red Sparrow (Red Sparrow Trilogy, #1)",RED SPARROW
876,Sherrilyn Kenyon,4430,4.19,21858682,3484,Born of Vengeance (The League: Nemesis Rising #10),BORN OF VENGEANCE
877,Matt Ruff,40577,3.61,71845,8145,Bad Monkeys,BAD MONKEY
878,Philip Kerr,53936,4.12,11448085,4959,"Prague Fatale (Bernard Gunther, #8)",PRAGUE FATALE
879,Jim Butcher,10746,4.36,2903736,52480,"Princeps' Fury (Codex Alera, #5)",PRINCEPS' FURY
880,Stuart Woods,3936,3.88,9585131,7097,"Bel-Air Dead (Stone Barrington, #20)",BEL-AIR DEAD
881,Emma Donoghue,23613,3.15,18295858,20994,Frog Music,FROG MUSIC
882,Debbie Macomber,11349,3.79,17910542,12126,Starry Night,STARRY NIGHT
883,Book*Sense,8136264,4.23,23929232,69,Tom Clancy Full Force and Effect: (A Jack Ryan Novel 10) by Mark Greaney | Summary &amp; Analysis,TOM CLANCY FULL FORCE AND EFFECT
884,Jodi Picoult,7128,4.35,41021501,189024,Small Great Things,SMALL GREAT THINGS
885,Lisa Gardner,18282,4.06,15811495,25703,"Touch &amp; Go (Tessa Leoni, #2)",TOUCH AND GO
886,Jojo Moyes,281810,3.95,23359964,127840,One Plus One,ONE PLUS ONE
887,Yaa Gyasi,14493315,4.42,27071490,107127,Homegoing,HOMEGOING
888,Douglas Preston,12577,4.09,40884817,18847,"Cold Vengeance (Pendergast, #11)",COLD VENGEANCE
889,Orson Scott Card,589,4.31,9532,138329,"Ender's Shadow (The Shadow Series, #1)",THE SHADOWS
890,J. Courtney Sullivan,486136,3.36,9923372,29305,Maine,MAINE
891,Lauren Weisberger,3490,3.74,36373647,25285,"When Life Gives You Lululemons (The Devil Wears Prada, #3)",WHEN LIFE GIVES YOU LULULEMONS
892,Paula McLain,290189,3.84,36529552,13685,Love and Ruin,LOVE AND RUIN
893,Paul Brickhill,62110,4.24,107406,7266,The Great Escape,THE GREAT ESCAPE
894,John Sandford,4610,4.19,13093001,18825,"Stolen Prey (Lucas Davenport, #22)",STOLEN PREY
895,Anita Shreve,3530,3.20,6413388,9785,A Change in Altitude,A CHANGE IN ALTITUDE
896,Neil Gaiman,1221698,3.99,15783514,403518,The Ocean at the End of the Lane,THE OCEAN AT THE END OF THE LANE
897,Sherryl Woods,59446,4.14,11106413,3845,"An O'Brien Family Christmas (Chesapeake Shores, #8)",AN O'BRIEN FAMILY CHRISTMAS
898,Alexander McCall Smith,4738,4.08,28588087,8126,Precious and Grace (No. 1 Ladies' Detective Agency #17),PRECIOUS AND GRACE
899,Sandra Brown,6218,3.95,6668592,11834,Rainwater,RAINWATER
900,Joel C. Rosenberg,221833,4.33,18232495,11185,The Auschwitz Escape,THE AUSCHWITZ ESCAPE
901,Debbie Macomber,11349,3.99,33133980,7402,Any Dream Will Do,ANY DREAM WILL DO
902,T.C. Clover,14824926,3.14,28425659,43,Shots Fired in the Melting Pot,SHOTS FIRED
903,David Weber,10517,4.14,18143937,2102,"Cauldron of Ghosts (Honorverse: Wages of Sin, #3)",CAULDRON OF GHOSTS
904,Craig Johnson,63607,4.22,23281918,6775,"Dry Bones (Walt Longmire, #11)",DRY BONES
905,Clive Cussler,18411,4.01,29429954,4691,"Odessa Sea (Dirk Pitt, #24)",ODESSA SEA
906,Marissa Meyer,4684322,4.17,29772863,14772,"Wires and Nerve (Wires and Nerve, #1)",WIRED
907,Dorothea Benton Frank,36935,3.76,5082616,5933,"Return to Sullivan's Island (Lowcountry Tales, #6)",RETURN TO SULLIVANS ISLAND
908,David Ebershoff,49229,3.63,2586771,53068,The 19th Wife,THE 19TH WIFE
909,Alexander McCall Smith,4738,3.86,18166859,3284,"The Novel Habits of Happiness (Isabel Dalhousie, #10)",THE NOVEL HABITS OF HAPPINESS
910,Susan Wiggs,21155,3.93,3134684,11256,Just Breathe,JUST BREATHE
911,James Lee Burke,7031,4.21,7200466,9199,"The Glass Rainbow (Dave Robicheaux, #18)",THE GLASS RAINBOW
912,Diane Mott Davidson,9556,3.71,3435815,6784,"Fatally Flaky (A Goldy Bear Culinary Mystery, #15)",FATALLY FLAKY
913,Lincoln Child,11091,3.67,32336166,5587,"Full Wolf Moon (Jeremy Logan, #5)",FULL WOLF MOON
914,Sandra Dallas,74078,3.84,4618898,15855,Prayers for Sale,PRAYERS FOR SALE
915,Janelle Brown,970639,3.72,32740062,13075,Watch Me Disappear,WATCH ME DISAPPEAR
916,Harry Brandt,8436083,3.62,22895696,8682,The Whites,THE WHITES
917,Ken Follett,3447,4.22,33571713,46038,"A Column of Fire (Kingsbridge, #3)",A COLUMN OF FIRE
918,Mary Higgins Clark,99044,3.47,24613096,2484,Death Wears a Beauty Mask and Other Stories,DEATH WEARS A BEAUTY MASK AND OTHER STORIES
919,Joanne Fluke,18819,3.50,30346650,4426,"Banana Cream Pie Murder (Hannah Swensen, #21)",BANANA CREAM PIE MURDER
920,Lisa Scottoline,20258,3.57,12037026,15818,Come Home,COME HOME
921,C.L. Taylor,7078175,3.78,16199630,10177,The Accident,THE ACCIDENT
922,Brad Taylor,1279042,4.17,23398849,3053,"The Insider Threat (Pike Logan, #8)",THE INSIDER THREAT
923,Mark Tufo,2990843,4.04,8167001,9844,"Zombie Fallout (Zombie Fallout, #1)",FALLOUT
924,David Baldacci,9291,4.01,2260637,25958,"The Whole Truth (A. Shaw, #1)",THE WHOLE TRUTH
925,John Carreyrou,17575761,4.48,37976541,43422,Bad Blood: Secrets and Lies in a Silicon Valley Startup,BAD BLOOD
926,Janet Evanovich,2384,3.82,19004663,45789,"Top Secret Twenty-One (Stephanie Plum, #21)",TOP SECRET
927,Gillian Flynn,2383,3.55,26025580,74150,The Grownup,THE GROWNUP
928,Brad Thor,5088,4.18,32620362,7501,Use of Force (Scot Harvath #17),USE OF FORCE
929,Carlos Ruiz Zafón,815,3.89,5196764,90733,"The Angel's Game (The Cemetery of Forgotten Books, #2)",THE ANGEL'S GAME
930,Danielle Steel,14255,3.52,7089888,10898,Big Girl,BIG GIRL
931,R.S. Grey,7324934,4.12,42439949,8150,Hotshot Doc,HOTSHOT
932,James Rollins,38809,4.18,22693168,3886,"War Hawk (Tucker Wayne, #2)",WAR HAWK
933,Upton Sinclair,23510,3.73,41681,118589,The Jungle,THE JUNGLE
934,Clive Cussler,18411,3.97,8219033,9334,"Crescent Dawn (Dirk Pitt, #21)",CRESCENT DAWN
935,Lisa Jackson,13757,3.88,7109143,6364,Without Mercy,WITHOUT MERCY
936,Laurie R. King,6760,4.05,22318363,6777,"Dreaming Spies (Mary Russell, #13)",DREAMING SPIES
937,Rachel Cohn,13139,3.50,26258306,4995,The Twelve Days of Dash and Lily,TWELVE DAYS
938,NaN,NaN,NaN,NaN,NaN,NaN,NaN
939,Tim Dorsey,27017,3.92,18072897,1525,"Tiger Shrimp Tango (Serge Storms, #17)",TIGER SHRIMP TANGO
940,Jill Mansell,23625,4.00,8421219,10790,To the Moon and Back,TO THE MOON AND BACK
941,Richard Russo,7844,3.31,6303733,15363,That Old Cape Magic,THAT OLD CAPE MAGIC
942,Mary Higgins Clark,99044,3.79,8682579,12992,I'll Walk Alone,I'LL WALK ALONE
943,Charlaine Harris,17061,3.67,10407279,87429,"Deadlocked (Sookie Stackhouse, #12)",DEADLOCKED
944,Richard Castle,1953433,3.97,20454547,5611,"Raging Heat (Nikki Heat, #6)",RAGING HEAT
945,Patricia Cornwell,1025097,3.61,24903919,14483,"Depraved Heart (Scarpetta, #23)",DEPRAVED HEART
946,Robert Jordan,6252,4.43,8253920,110071,"Towers of Midnight (Wheel of Time, #13)",TOWERS OF MIDNIGHT
947,Celeste Ng,164692,3.84,18693763,218974,Everything I Never Told You,EVERYTHING I NEVER TOLD YOU
948,Isaac Asimov,16667,4.15,29579,349540,Foundation (Foundation #1),FOUNDATION
949,Anna Quindlen,3500,3.36,36525343,9219,Alternate Side,ALTERNATE SIDE
950,Ilona Andrews,21748,4.10,10711412,4001,Of Swine and Roses,SWINE NOT
951,Jennifer Egan,49625,3.64,34467031,53829,Manhattan Beach,MANHATTAN BEACH
952,Clive Cussler,18411,4.25,26815417,5369,"The Emperor's Revenge (The Oregon Files, #11)",THE EMPEROR'S REVENGE
953,Jack Higgins,19706,3.82,18079632,1594,"The Death Trade (Sean Dillion, #20)",THE DEATH TRADE
954,Laurie R. King,6760,3.92,13330537,7276,"Garment of Shadows (Mary Russell, #12)",GARMENT OF SHADOWS
955,S.M. Stirling,14002,3.92,8848270,3254,"The High King of Montival (Emberverse, #7)",THE HIGH KING OF MONTIVAL
956,Robert B. Parker,397,3.97,7625566,8351,"Painted Ladies (Spenser, #38)",PAINTED LADIES
957,J.A. Jance,3453636,3.91,15803484,3405,"Deadly Stakes (Ali Reynolds, #8)",DEADLY STAKES
958,Maggie Stiefvater,1330292,3.77,6068551,397917,"Shiver (The Wolves of Mercy Falls, #1)",THE WOLVES
959,Janet Evanovich,2384,3.68,28524313,16947,"Curious Minds (Knight and Moon, #1)",CURIOUS MINDS
960,Cassandra Clare,150038,4.33,7171637,579396,"Clockwork Angel (The Infernal Devices, #1)",CLOCKWORK ANGELS
961,Paul S. Kemp,32912,3.77,22012290,10162,Lords of the Sith (Star Wars Disney Canon Novel),STAR WARS: LORDS OF THE SITH
962,Jo Nesbø,904719,4.23,18142329,27476,"Police (Harry Hole, #10)",POLICE
963,Iris Johansen,32498,3.99,6717377,6717,"Eight Days To Live (Eve Duncan, #10)",EIGHT DAYS TO LIVE
964,James Rollins,38809,4.13,18090019,7112,"The Kill Switch (Tucker Wayne, #1)",THE KILL SWITCH
965,Homer,903,3.75,1381,782931,The Odyssey,HOMER
966,Ian McEwan,2408,3.70,21965107,54169,The Children Act,THE CHILDREN ACT
967,Mary Oliver,23988,4.19,13588404,9609,A Thousand Mornings,A THOUSAND MORNINGS
968,John Stuart Mill,57651,3.95,385228,24867,On Liberty,LIBERTY
969,Mary Kay Andrews,21387,3.82,16045078,16047,Ladies' Night,LADIES' NIGHT
970,Faye Kellerman,48913,3.87,5458573,5063,"Blindman's Bluff (Peter Decker/Rina Lazarus, #18)",BLINDMAN'S BLUFF
971,Janet Evanovich,2384,3.78,12275680,30247,"Wicked Business (Lizzy &amp; Diesel, #2)",WICKED BUSINESS
972,James Frey,822,3.81,2179832,12555,Bright Shiny Morning,BRIGHT SHINY MORNING
973,David Weber,10517,4.04,15802917,4338,"Shadow of Freedom (Honorverse: Saganami Island, #3)",SHADOW OF FREEDOM
974,Jane Smiley,1339,3.61,20587777,17083,"Some Luck (Last Hundred Years: A Family Saga, #1)",SOME LUCK
975,Clive Cussler,18411,3.97,17707549,5379,"The Mayan Secrets (Sam and Remi Fargo Adventures, #5)",THE MAYAN SECRETS
976,Charlaine Harris,17061,3.89,7091488,143898,"Dead in the Family (Sookie Stackhouse, #10)",DEAD IN THE FAMILY
977,Peter V. Brett,1405152,4.14,13630171,26898,"The Skull Throne (Demon Cycle, #4)",THE SKULL THRONE
978,Tatiana de Rosnay,305400,3.09,12122542,10680,The House I Loved,THE HOUSE I LOVED
979,Edith Wharton,16,3.94,53835,126470,The Age of Innocence,INNOCENCE
980,Laurie R. King,6760,4.15,25177005,6539,"The Murder of Mary Russell (Mary Russell and Sherlock Holmes, #14)",THE MURDER OF MARY RUSSELL
981,James Ellroy,2887,3.62,20262505,3339,Perfidia,PERFIDIA
982,Jeff Lindsay,10482,3.73,2999282,20418,"Dexter By Design (Dexter, #4)",DEXTER BY DESIGN
983,Joanne Fluke,18819,3.82,6367212,8833,"Plum Pudding Murder (Hannah Swensen, #12)",PLUM PUDDING MURDER
984,Mark Cotta Vaz,61939,4.23,3609760,289882,Twilight: The Complete Illustrated Movie Companion,THE COMPANIONS
985,Marisha Pessl,2362,3.78,18770398,64548,Night Film,NIGHT FILM
986,Kailin Gow,78111,3.67,22007267,97,Barely Legal (Barely Legal #1),BARELY LEGAL
987,Terry Brooks,9629,3.92,18077816,4150,"The High Druid's Blade (The Defenders of Shannara, #1)",THE HIGH DRUID'S BLADE
988,Amy Bloom,115220,3.22,18316089,15372,Lucky Us,LUCKY US
989,Michael Connelly,12470,4.34,29154543,45205,"The Wrong Side of Goodbye (Harry Bosch, #19; Harry Bosch Universe, #28)",THE WRONG SIDE OF GOODBYE
990,J.D. Robb,17065,4.44,8315872,22126,"Treachery in Death (In Death, #32)",TREACHERY IN DEATH
991,Thomas Keneally,6900,3.64,17164599,3767,The Daughters of Mars,THE DAUGHTERS OF MARS
992,Liane Moriarty,322069,3.70,23751850,79516,The Hypnotist's Love Story,THE HYPNOTIST
993,David Weber,10517,4.11,13118201,4523,"Midst Toil and Tribulation (Safehold, #6)",MIDST TOIL AND TRIBULATION
994,James Patterson,3780,3.88,28352410,10507,"Bullseye (Michael Bennett, #9)",BULLSEYE
995,Toni Morrison,3534,3.71,23602473,18651,God Help the Child,GOD HELP THE CHILD
996,Douglas Preston,12577,4.04,14889780,17803,"Two Graves (Pendergast, #12)",TWO GRAVES
997,Anita Diamant,626222,3.80,22450859,69285,The Boston Girl,THE BOSTON GIRL
998,Diana Gabaldon,3617,4.52,11710373,77854,"Written in My Own Heart's Blood (Outlander, #8)",WRITTEN IN MY OWN HEART'S BLOOD
999,James Patterson,3780,3.84,28664911,11501,Woman of God,WOMAN OF GOD
